txName: T2ttC
constraint: 2.23*([[['b','jet','jet']],[['b','jet','jet']]])
[[[8.375000E+02*GeV,7.999000E+02*GeV],[8.375000E+02*GeV,7.999000E+02*GeV]],8.371200E-02*pb],
[[[8.375000E+02*GeV,7.949670E+02*GeV],[8.375000E+02*GeV,7.949670E+02*GeV]],7.835700E-02*pb],
[[[8.375000E+02*GeV,7.900330E+02*GeV],[8.375000E+02*GeV,7.900330E+02*GeV]],7.838000E-02*pb],
[[[8.375000E+02*GeV,7.851000E+02*GeV],[8.375000E+02*GeV,7.851000E+02*GeV]],7.929900E-02*pb],
[[[8.375000E+02*GeV,7.801670E+02*GeV],[8.375000E+02*GeV,7.801670E+02*GeV]],8.226800E-02*pb],
[[[8.375000E+02*GeV,7.752330E+02*GeV],[8.375000E+02*GeV,7.752330E+02*GeV]],8.594500E-02*pb],
[[[8.375000E+02*GeV,7.703000E+02*GeV],[8.375000E+02*GeV,7.703000E+02*GeV]],8.820300E-02*pb],
[[[8.375000E+02*GeV,7.653670E+02*GeV],[8.375000E+02*GeV,7.653670E+02*GeV]],8.942900E-02*pb],
[[[8.375000E+02*GeV,7.604330E+02*GeV],[8.375000E+02*GeV,7.604330E+02*GeV]],9.857500E-02*pb],
[[[8.500000E+02*GeV,8.500000E+02*GeV],[8.500000E+02*GeV,8.500000E+02*GeV]],1.048200E-01*pb],
[[[8.500000E+02*GeV,8.370670E+02*GeV],[8.500000E+02*GeV,8.370670E+02*GeV]],1.048200E-01*pb],
[[[8.500000E+02*GeV,8.321330E+02*GeV],[8.500000E+02*GeV,8.321330E+02*GeV]],9.699000E-02*pb],
[[[8.500000E+02*GeV,8.272000E+02*GeV],[8.500000E+02*GeV,8.272000E+02*GeV]],8.765300E-02*pb],
[[[8.500000E+02*GeV,8.222670E+02*GeV],[8.500000E+02*GeV,8.222670E+02*GeV]],8.249200E-02*pb],
[[[8.500000E+02*GeV,8.173330E+02*GeV],[8.500000E+02*GeV,8.173330E+02*GeV]],8.128200E-02*pb],
[[[8.500000E+02*GeV,8.124000E+02*GeV],[8.500000E+02*GeV,8.124000E+02*GeV]],8.244700E-02*pb],
[[[8.500000E+02*GeV,8.074670E+02*GeV],[8.500000E+02*GeV,8.074670E+02*GeV]],8.010800E-02*pb],
[[[8.500000E+02*GeV,8.025330E+02*GeV],[8.500000E+02*GeV,8.025330E+02*GeV]],7.894300E-02*pb],
[[[8.500000E+02*GeV,7.976000E+02*GeV],[8.500000E+02*GeV,7.976000E+02*GeV]],7.885000E-02*pb],
[[[8.500000E+02*GeV,7.926670E+02*GeV],[8.500000E+02*GeV,7.926670E+02*GeV]],8.099700E-02*pb],
[[[8.500000E+02*GeV,7.877330E+02*GeV],[8.500000E+02*GeV,7.877330E+02*GeV]],8.389900E-02*pb],
[[[8.500000E+02*GeV,7.828000E+02*GeV],[8.500000E+02*GeV,7.828000E+02*GeV]],8.724300E-02*pb],
[[[8.500000E+02*GeV,7.778670E+02*GeV],[8.500000E+02*GeV,7.778670E+02*GeV]],8.960400E-02*pb],
[[[8.500000E+02*GeV,7.729330E+02*GeV],[8.500000E+02*GeV,7.729330E+02*GeV]],9.698400E-02*pb],
[[[8.625000E+02*GeV,8.625000E+02*GeV],[8.625000E+02*GeV,8.625000E+02*GeV]],1.031700E-01*pb],
[[[8.625000E+02*GeV,8.495670E+02*GeV],[8.625000E+02*GeV,8.495670E+02*GeV]],1.031700E-01*pb],
[[[8.625000E+02*GeV,8.446330E+02*GeV],[8.625000E+02*GeV,8.446330E+02*GeV]],9.498900E-02*pb],
[[[8.625000E+02*GeV,8.397000E+02*GeV],[8.625000E+02*GeV,8.397000E+02*GeV]],8.741600E-02*pb],
[[[8.625000E+02*GeV,8.347670E+02*GeV],[8.625000E+02*GeV,8.347670E+02*GeV]],8.270300E-02*pb],
[[[8.625000E+02*GeV,8.298330E+02*GeV],[8.625000E+02*GeV,8.298330E+02*GeV]],7.778400E-02*pb],
[[[8.625000E+02*GeV,8.249000E+02*GeV],[8.625000E+02*GeV,8.249000E+02*GeV]],7.879400E-02*pb],
[[[8.625000E+02*GeV,8.199670E+02*GeV],[8.625000E+02*GeV,8.199670E+02*GeV]],7.993500E-02*pb],
[[[8.625000E+02*GeV,8.150330E+02*GeV],[8.625000E+02*GeV,8.150330E+02*GeV]],7.899800E-02*pb],
[[[8.625000E+02*GeV,8.101000E+02*GeV],[8.625000E+02*GeV,8.101000E+02*GeV]],7.783300E-02*pb],
[[[8.625000E+02*GeV,8.051670E+02*GeV],[8.625000E+02*GeV,8.051670E+02*GeV]],7.995200E-02*pb],
[[[8.625000E+02*GeV,8.002330E+02*GeV],[8.625000E+02*GeV,8.002330E+02*GeV]],8.169900E-02*pb],
[[[8.625000E+02*GeV,7.953000E+02*GeV],[8.625000E+02*GeV,7.953000E+02*GeV]],8.494300E-02*pb],
[[[8.625000E+02*GeV,7.903670E+02*GeV],[8.625000E+02*GeV,7.903670E+02*GeV]],8.807800E-02*pb],
[[[8.625000E+02*GeV,7.854330E+02*GeV],[8.625000E+02*GeV,7.854330E+02*GeV]],9.556900E-02*pb]]
